START                                                       Windows 8.00
TITLE
"NDXKISO"
CONTROL
0,0,0, 5,, 5
M-CONTROL
 1 , 1 , 0 , 0 , 0 , 0 
 0 , 0 , 0 , 5 , 80 
 1 ,2.0,1.1,60,
 1 ,2.0,1.1,2.0,0.2,60
 0 , 1 , 1 , 1 ,20,15, 1 ,,
 0 , 1 , 1 , 1 ,20,15,1.0,1.0
NODE
    1,.00,.00,38.00,,    0,0.0,0.0,,0.0,
    2,183.00,.00,38.00,,    0,0.0,0.0,,0.0,
    3,274.50,.00,38.00,,    0,0.0,0.0,,0.0,
    4,366.00,.00,38.00,,    0,0.0,0.0,,0.0,
    5,457.50,.00,38.00,,    0,0.0,0.0,,0.0,
    6,488.00,.00,38.00,,    0,0.0,0.0,,0.0,
    7,549.00,.00,38.00,,    0,0.0,0.0,,0.0,
    8,549.00,30.50,38.00,,    0,0.0,0.0,,0.0,
    9,.00,91.50,38.00,,    0,0.0,0.0,,0.0,
   10,183.00,91.50,38.00,,    0,0.0,0.0,,0.0,
   11,549.00,91.50,38.00,,    0,0.0,0.0,,0.0,
   12,.00,122.00,38.00,,    0,0.0,0.0,,0.0,
   13,183.00,122.00,38.00,,    0,0.0,0.0,,0.0,
   14,274.50,152.50,38.00,,    0,0.0,0.0,,0.0,
   15,549.00,152.50,38.00,,    0,0.0,0.0,,0.0,
   16,183.00,213.50,38.00,,    0,0.0,0.0,,0.0,
   17,.00,244.00,38.00,,    0,0.0,0.0,,0.0,
   18,183.00,244.00,38.00,,    0,0.0,0.0,,0.0,
   19,.00,274.50,38.00,,    0,0.0,0.0,,0.0,
   20,183.00,274.50,38.00,,    0,0.0,0.0,,0.0,
   21,274.50,274.50,38.00,,    0,0.0,0.0,,0.0,
   22,549.00,274.50,38.00,,    0,0.0,0.0,,0.0,
   23,.00,335.50,38.00,,    0,0.0,0.0,,0.0,
   24,.00,366.00,38.00,,    0,0.0,0.0,,0.0,
   25,61.00,366.00,38.00,,    0,0.0,0.0,,0.0,
   26,183.00,366.00,38.00,,    0,0.0,0.0,,0.0,
   27,274.50,366.00,38.00,,    0,0.0,0.0,,0.0,
   28,366.00,366.00,38.00,,    0,0.0,0.0,,0.0,
   29,457.50,366.00,38.00,,    0,0.0,0.0,,0.0,
   30,549.00,366.00,38.00,,    0,0.0,0.0,,0.0,
   31,.00,457.50,38.00,,    0,0.0,0.0,,0.0,
   32,183.00,457.50,38.00,,    0,0.0,0.0,,0.0,
   33,366.00,457.50,38.00,,    0,0.0,0.0,,0.0,
   34,549.00,457.50,38.00,,    0,0.0,0.0,,0.0,
   35,183.00,549.00,38.00,,    0,0.0,0.0,,0.0,
   36,549.00,549.00,38.00,,    0,0.0,0.0,,0.0,
   37,183.00,610.00,38.00,,    0,0.0,0.0,,0.0,
   38,.00,640.50,38.00,,    0,0.0,0.0,,0.0,
   39,91.50,640.50,38.00,,    0,0.0,0.0,,0.0,
   40,183.00,640.50,38.00,,    0,0.0,0.0,,0.0,
   41,366.00,640.50,38.00,,    0,0.0,0.0,,0.0,
   42,457.50,640.50,38.00,,    0,0.0,0.0,,0.0,
   43,549.00,640.50,38.00,,    0,0.0,0.0,,0.0,
   44,183.00,-91.50,312.50,,    0,0.0,0.0,,0.0,
   45,366.00,-91.50,312.50,,    0,0.0,0.0,,0.0,
   46,549.00,-91.50,312.50,,    0,0.0,0.0,,0.0,
   47,.00,.00,312.50,,    0,0.0,0.0,,0.0,
   48,61.00,.00,312.50,,    0,0.0,0.0,,0.0,
   49,122.00,.00,312.50,,    0,0.0,0.0,,0.0,
   50,183.00,.00,312.50,,    0,0.0,0.0,,0.0,
   51,274.50,.00,312.50,,    0,0.0,0.0,,0.0,
   52,366.00,.00,312.50,,    0,0.0,0.0,,0.0,
   53,457.50,.00,312.50,,    0,0.0,0.0,,0.0,
   54,488.00,.00,312.50,,    0,0.0,0.0,,0.0,
   55,549.00,.00,312.50,,    0,0.0,0.0,,0.0,
   56,549.00,30.50,312.50,,    0,0.0,0.0,,0.0,
   57,549.00,91.50,312.50,,    0,0.0,0.0,,0.0,
   58,.00,122.00,312.50,,    0,0.0,0.0,,0.0,
